Date,Close
01/03/2017 16:00,10.27
01/04/2017 16:00,10.32
01/05/2017 16:00,10.41
01/06/2017 16:00,10.29
01/09/2017 16:00,10.19
01/10/2017 16:00,10.26
01/11/2017 16:00,10.79
01/12/2017 16:00,10.69
01/13/2017 16:00,10.6
01/17/2017 16:00,10.4
01/18/2017 16:00,10.23
01/19/2017 16:00,10.24
01/20/2017 16:00,10.17
01/23/2017 16:00,10.19
01/24/2017 16:00,10.47
01/25/2017 16:00,10.62
01/26/2017 16:00,10.66
01/27/2017 16:00,10.54
01/30/2017 16:00,10.35
01/31/2017 16:00,10.29
02/01/2017 16:00,10.26
02/02/2017 16:00,10.38
02/03/2017 16:00,10.49
02/06/2017 16:00,10.31
02/07/2017 16:00,10.2
02/08/2017 16:00,10.1
02/09/2017 16:00,10.21
02/10/2017 16:00,10.37
02/13/2017 16:00,10.69
02/14/2017 16:00,10.68
02/15/2017 16:00,10.87
02/16/2017 16:00,11.02
02/17/2017 16:00,10.06
02/21/2017 16:00,10.28
02/22/2017 16:00,10.43
02/23/2017 16:00,10.48
02/24/2017 16:00,10.19
02/27/2017 16:00,10.23
02/28/2017 16:00,10.1
03/01/2017 16:00,10.5
03/02/2017 16:00,10.17
03/03/2017 16:00,10.25
03/06/2017 16:00,10.12
03/07/2017 16:00,9.85
03/08/2017 16:00,9.68
03/09/2017 16:00,9.7
03/10/2017 16:00,9.93
03/13/2017 16:00,9.9
03/14/2017 16:00,9.93
03/15/2017 16:00,10.02
03/16/2017 16:00,10.25
03/17/2017 16:00,10.21
03/20/2017 16:00,10.1
03/21/2017 16:00,9.76
03/22/2017 16:00,9.63
03/23/2017 16:00,9.92
03/24/2017 16:00,10
03/27/2017 16:00,10.11
03/28/2017 16:00,10.35
03/29/2017 16:00,10.29
03/30/2017 16:00,10.39
03/31/2017 16:00,10.39
04/03/2017 16:00,10.19
04/04/2017 16:00,9.96
04/05/2017 16:00,9.9
04/06/2017 16:00,9.84
04/07/2017 16:00,9.85
04/10/2017 16:00,9.94
04/11/2017 16:00,9.91
04/12/2017 16:00,9.86
04/13/2017 16:00,9.84
04/17/2017 16:00,10
04/18/2017 16:00,9.94
04/19/2017 16:00,9.8
04/20/2017 16:00,9.77
04/21/2017 16:00,9.66
04/24/2017 16:00,9.86
04/25/2017 16:00,9.94
