Date,Close
06/09/2017 16:00,978.31
06/12/2017 16:00,964.91
06/13/2017 16:00,980.79
06/14/2017 16:00,976.47
06/15/2017 16:00,964.17
06/16/2017 16:00,987.71
06/19/2017 16:00,995.17
06/20/2017 16:00,992.59
06/21/2017 16:00,1002.23
06/22/2017 16:00,1001.3
06/23/2017 16:00,1003.74
06/26/2017 16:00,993.98
06/27/2017 16:00,976.78
06/28/2017 16:00,990.33
06/29/2017 16:00,975.93
06/30/2017 16:00,968
07/03/2017 16:00,953.66
07/05/2017 16:00,971.4
07/06/2017 16:00,965.14
07/07/2017 16:00,978.76
07/10/2017 16:00,996.47
07/11/2017 16:00,994.13
07/12/2017 16:00,1006.51
07/13/2017 16:00,1000.63
07/14/2017 16:00,1001.81
07/17/2017 16:00,1010.04
07/18/2017 16:00,1024.45
07/19/2017 16:00,1026.87
07/20/2017 16:00,1028.7
07/21/2017 16:00,1025.67
07/24/2017 16:00,1038.95
07/25/2017 16:00,1039.87
07/26/2017 16:00,1052.8
07/27/2017 16:00,1046
07/28/2017 16:00,1020.04
07/31/2017 16:00,987.78
08/01/2017 16:00,996.19
08/02/2017 16:00,995.89
08/03/2017 16:00,986.92
08/04/2017 16:00,987.58
08/07/2017 16:00,992.27
08/08/2017 16:00,989.84
08/09/2017 16:00,982.01
08/10/2017 16:00,956.92
08/11/2017 16:00,967.99
08/14/2017 16:00,983.3
08/15/2017 16:00,982.74
08/16/2017 16:00,978.18
08/17/2017 16:00,960.57
08/18/2017 16:00,958.47
08/21/2017 16:00,953.29
08/22/2017 16:00,966.9
08/23/2017 16:00,958
08/24/2017 16:00,952.45
08/25/2017 16:00,945.26
08/28/2017 16:00,946.02
08/29/2017 16:00,954.06
08/30/2017 16:00,967.59
08/31/2017 16:00,980.6
09/01/2017 16:00,978.25
09/05/2017 16:00,965.27
09/06/2017 16:00,967.8
09/07/2017 16:00,979.47
09/08/2017 16:00,965.9
09/11/2017 16:00,977.96
09/12/2017 16:00,982.58
09/13/2017 16:00,999.6
09/14/2017 16:00,992.21
09/15/2017 16:00,986.79
09/18/2017 16:00,974.19
09/19/2017 16:00,969.86
09/20/2017 16:00,973.21
09/21/2017 16:00,964.65
09/22/2017 16:00,955.1
09/25/2017 16:00,939.79
09/26/2017 16:00,938.6
09/27/2017 16:00,950.87
09/28/2017 16:00,956.4
09/29/2017 16:00,961.35
10/02/2017 16:00,959.19
10/03/2017 16:00,957.1
10/04/2017 16:00,965.45
10/05/2017 16:00,980.85
10/06/2017 16:00,989.58
10/09/2017 16:00,990.99
10/10/2017 16:00,987.2
10/11/2017 16:00,995
10/12/2017 16:00,1000.93
10/13/2017 16:00,1002.94
10/16/2017 16:00,1006.34
10/17/2017 16:00,1009.13
10/18/2017 16:00,997
10/19/2017 16:00,986.61
10/20/2017 16:00,982.91
10/23/2017 16:00,966.3
10/24/2017 16:00,975.9
10/25/2017 16:00,972.91
10/26/2017 16:00,972.43
10/27/2017 16:00,1100.95
10/30/2017 16:00,1110.85
10/31/2017 16:00,1105.28
11/01/2017 16:00,1103.68
11/02/2017 16:00,1094.22
11/03/2017 16:00,1111.6
11/06/2017 16:00,1120.66
11/07/2017 16:00,1123.17
11/08/2017 16:00,1132.88
11/09/2017 16:00,1129.13
11/10/2017 16:00,1125.35
11/13/2017 16:00,1129.17
11/14/2017 16:00,1136.84
11/15/2017 16:00,1126.69
11/16/2017 16:00,1137.29
11/17/2017 16:00,1129.88
11/20/2017 16:00,1126.31
11/21/2017 16:00,1139.49
11/22/2017 16:00,1156.16
11/24/2017 13:00,1186
11/27/2017 16:00,1195.83
11/28/2017 16:00,1193.6
11/29/2017 16:00,1161.27
11/30/2017 16:00,1176.75
12/01/2017 16:00,1162.35
12/04/2017 16:00,1133.95
12/05/2017 16:00,1141.57
12/06/2017 16:00,1152.35
12/07/2017 16:00,1159.79
12/08/2017 16:00,1162
12/11/2017 16:00,1168.92
12/12/2017 16:00,1165.08
12/13/2017 16:00,1164.13
12/14/2017 16:00,1174.26
12/15/2017 16:00,1179.14
12/18/2017 16:00,1190.58
12/19/2017 16:00,1187.38
12/20/2017 16:00,1177.62
12/21/2017 16:00,1174.76
12/22/2017 16:00,1168.36
12/26/2017 16:00,1176.76
12/27/2017 16:00,1182.26
12/28/2017 16:00,1186.1
12/29/2017 16:00,1169.47
01/02/2018 16:00,1189.01
01/03/2018 16:00,1204.2
01/04/2018 16:00,1209.59
01/05/2018 16:00,1229.14
01/08/2018 16:00,1246.87
01/09/2018 16:00,1252.7
01/10/2018 16:00,1254.33
01/11/2018 16:00,1276.68
01/12/2018 16:00,1305.2
01/16/2018 16:00,1304.86
01/17/2018 16:00,1295
01/18/2018 16:00,1293.32
01/19/2018 16:00,1294.58
01/22/2018 16:00,1327.31
01/23/2018 16:00,1362.54
01/24/2018 16:00,1357.51
01/25/2018 16:00,1377.95
01/26/2018 16:00,1402.05
01/29/2018 16:00,1417.68
01/30/2018 16:00,1437.82
01/31/2018 16:00,1450.89
02/01/2018 16:00,1390
02/02/2018 16:00,1429.95
02/05/2018 16:00,1390
02/06/2018 16:00,1442.84
02/07/2018 16:00,1416.78
02/08/2018 16:00,1350.5
02/09/2018 16:00,1339.6
02/12/2018 16:00,1386.23
02/13/2018 16:00,1414.51
02/14/2018 16:00,1451.05
02/15/2018 16:00,1461.76
02/16/2018 16:00,1448.69
02/20/2018 16:00,1468.35
02/21/2018 16:00,1482.92
02/22/2018 16:00,1485.34
02/23/2018 16:00,1500
02/26/2018 16:00,1521.95
02/27/2018 16:00,1511.98
02/28/2018 16:00,1512.45
03/01/2018 16:00,1493.45
03/02/2018 16:00,1500.25
03/05/2018 16:00,1523.61
03/06/2018 16:00,1537.64
03/07/2018 16:00,1545
03/08/2018 16:00,1551.86
03/09/2018 16:00,1578.89
03/12/2018 16:00,1598.39
03/13/2018 16:00,1588.18
03/14/2018 16:00,1591
03/15/2018 16:00,1582.32
03/16/2018 16:00,1571.68
03/19/2018 16:00,1544.93
03/20/2018 16:00,1586.51
03/21/2018 16:00,1581.86
03/22/2018 16:00,1544.92
03/23/2018 16:00,1495.56
03/26/2018 16:00,1555.86
03/27/2018 16:00,1497.05
03/28/2018 16:00,1431.42
03/29/2018 16:00,1447.34
04/02/2018 16:00,1371.99
04/03/2018 16:00,1392.05
04/04/2018 16:00,1410.57
04/05/2018 16:00,1451.75
04/06/2018 16:00,1405.23
04/09/2018 16:00,1406.08
04/10/2018 16:00,1436.22
04/11/2018 16:00,1427.05
04/12/2018 16:00,1448.5
04/13/2018 16:00,1430.79
04/16/2018 16:00,1441.5
04/17/2018 16:00,1503.83
04/18/2018 16:00,1527.84
04/19/2018 16:00,1556.91
04/20/2018 16:00,1527.49
04/23/2018 16:00,1517.86
04/24/2018 16:00,1460.09
04/25/2018 16:00,1460.17
04/26/2018 16:00,1517.96
04/27/2018 16:00,1572.62
04/30/2018 16:00,1566.13
05/01/2018 16:00,1582.26
05/02/2018 16:00,1569.68
05/03/2018 16:00,1572.08
05/04/2018 16:00,1580.95
05/07/2018 16:00,1600.14
05/08/2018 16:00,1592.39
05/09/2018 16:00,1608
05/10/2018 16:00,1609.08
05/11/2018 16:00,1602.91
05/14/2018 16:00,1601.54
05/15/2018 16:00,1576.12
05/16/2018 16:00,1587.28
05/17/2018 16:00,1581.76
05/18/2018 16:00,1574.37
05/21/2018 16:00,1585.46
05/22/2018 16:00,1581.4
05/23/2018 16:00,1601.86
05/24/2018 16:00,1603.07
05/25/2018 16:00,1610.15
05/29/2018 16:00,1612.87
05/30/2018 16:00,1624.89
05/31/2018 16:00,1629.62
06/01/2018 16:00,1641.54
06/04/2018 16:00,1665.27
06/05/2018 16:00,1696.35
06/06/2018 16:00,1695.75
06/07/2018 16:00,1689.3
06/08/2018 16:00,1683.99
06/11/2018 16:00,1689.12
06/12/2018 16:00,1698.75
06/13/2018 16:00,1704.86
06/14/2018 16:00,1723.86
06/15/2018 16:00,1715.97
06/18/2018 16:00,1723.79
06/19/2018 16:00,1734.78
06/20/2018 16:00,1750.08
06/21/2018 16:00,1730.22
06/22/2018 16:00,1715.67
06/25/2018 16:00,1663.15
06/26/2018 16:00,1691.09
06/27/2018 16:00,1660.51
06/28/2018 16:00,1701.45
06/29/2018 16:00,1699.8
07/02/2018 16:00,1713.78
07/03/2018 13:00,1693.96
07/05/2018 16:00,1699.73
07/06/2018 16:00,1710.63
07/09/2018 16:00,1739.02
07/10/2018 16:00,1743.07
07/11/2018 16:00,1755
07/12/2018 16:00,1796.62
07/13/2018 16:00,1813.03
07/16/2018 16:00,1822.49
07/17/2018 16:00,1843.93
07/18/2018 16:00,1842.92
07/19/2018 16:00,1812.97
07/20/2018 16:00,1813.7
07/23/2018 16:00,1802
07/24/2018 16:00,1829.24
07/25/2018 16:00,1863.61
07/26/2018 16:00,1808
07/27/2018 16:00,1817.27
07/30/2018 16:00,1779.22
07/31/2018 16:00,1777.44
08/01/2018 16:00,1797.17
08/02/2018 16:00,1834.33
08/03/2018 16:00,1823.29
08/06/2018 16:00,1847.75
08/07/2018 16:00,1862.48
08/08/2018 16:00,1886.52
08/09/2018 16:00,1898.52
08/10/2018 16:00,1886.3
08/13/2018 16:00,1896.2
08/14/2018 16:00,1919.65
08/15/2018 16:00,1882.62
08/16/2018 16:00,1886.52
08/17/2018 16:00,1882.22
08/20/2018 16:00,1876.71
08/21/2018 16:00,1883.42
08/22/2018 16:00,1904.9
08/23/2018 16:00,1902.9
08/24/2018 16:00,1905.39
08/27/2018 16:00,1927.68
08/28/2018 16:00,1932.82
08/29/2018 16:00,1998.1
08/30/2018 16:00,2002.38
08/31/2018 16:00,2012.71
09/04/2018 16:00,2039.51
09/05/2018 16:00,1994.82
09/06/2018 16:00,1958.31
09/07/2018 16:00,1952.07
09/10/2018 16:00,1939.01
09/11/2018 16:00,1987.15
09/12/2018 16:00,1990
09/13/2018 16:00,1989.87
09/14/2018 16:00,1970.19
09/17/2018 16:00,1908.03
09/18/2018 16:00,1941.05
09/19/2018 16:00,1926.42
09/20/2018 16:00,1944.3
09/21/2018 16:00,1915.01
09/24/2018 16:00,1934.36
09/25/2018 16:00,1974.55
09/26/2018 16:00,1974.85
09/27/2018 16:00,2012.98
09/28/2018 16:00,2003
10/01/2018 16:00,2004.36
10/02/2018 16:00,1971.31
10/03/2018 16:00,1952.76
10/04/2018 16:00,1909.42
10/05/2018 16:00,1889.65
10/08/2018 16:00,1864.42
10/09/2018 16:00,1870.32
10/10/2018 16:00,1755.25
10/11/2018 16:00,1719.36
10/12/2018 16:00,1788.61
10/15/2018 16:00,1760.95
10/16/2018 16:00,1819.96
10/17/2018 16:00,1831.73
10/18/2018 16:00,1770.72
10/19/2018 16:00,1764.03
10/22/2018 16:00,1789.3
10/23/2018 16:00,1768.7
10/24/2018 16:00,1664.2
10/25/2018 16:00,1782.17
10/26/2018 16:00,1642.81
10/29/2018 16:00,1538.88
10/30/2018 16:00,1530.42
10/31/2018 16:00,1598.01
11/01/2018 16:00,1665.53
11/02/2018 16:00,1665.53
11/05/2018 16:00,1627.8
11/06/2018 16:00,1642.81
11/07/2018 16:00,1755.49
11/08/2018 16:00,1754.91
11/09/2018 16:00,1712.43
11/12/2018 16:00,1636.85
11/13/2018 16:00,1631.17
11/14/2018 16:00,1599.01
11/15/2018 16:00,1619.44
11/16/2018 16:00,1593.41
11/19/2018 16:00,1512.29
11/20/2018 16:00,1495.46
11/21/2018 16:00,1516.73
11/23/2018 13:00,1502.06
11/26/2018 16:00,1581.33
11/27/2018 16:00,1581.42
11/28/2018 16:00,1677.75
11/29/2018 16:00,1673.57
11/30/2018 16:00,1690.17
12/03/2018 16:00,1772.36
12/04/2018 16:00,1668.4
12/06/2018 16:00,1699.19
12/07/2018 16:00,1629.13
12/10/2018 16:00,1641.03
12/11/2018 16:00,1643.24
12/12/2018 16:00,1663.54
12/13/2018 16:00,1658.38
12/14/2018 16:00,1591.91
12/17/2018 16:00,1520.91
12/18/2018 16:00,1551.48
12/19/2018 16:00,1495.08
12/20/2018 16:00,1460.83
12/21/2018 16:00,1377.45
12/24/2018 13:00,1343.96
12/26/2018 16:00,1470.9
12/27/2018 16:00,1461.64
12/28/2018 16:00,1478.02
12/31/2018 16:00,1501.97
01/02/2019 16:00,1539.13
01/03/2019 16:00,1500.28
01/04/2019 16:00,1575.39
01/07/2019 16:00,1629.51
01/08/2019 16:00,1656.58
01/09/2019 16:00,1659.42
01/10/2019 16:00,1656.22
01/11/2019 16:00,1640.56
01/14/2019 16:00,1617.21
01/15/2019 16:00,1674.56
01/16/2019 16:00,1683.78
01/17/2019 16:00,1693.22
01/18/2019 16:00,1696.2
01/22/2019 16:00,1632.17
01/23/2019 16:00,1640.02
01/24/2019 16:00,1654.93
01/25/2019 16:00,1670.57
01/28/2019 16:00,1637.89
01/29/2019 16:00,1593.88
01/30/2019 16:00,1670.43
01/31/2019 16:00,1718.73
02/01/2019 16:00,1626.23
02/04/2019 16:00,1633.31
02/05/2019 16:00,1658.81
02/06/2019 16:00,1640.26
02/07/2019 16:00,1614.37
02/08/2019 16:00,1588.22
02/11/2019 16:00,1591
02/12/2019 16:00,1638.01
02/13/2019 16:00,1640
02/14/2019 16:00,1622.65
02/15/2019 16:00,1607.95
02/19/2019 16:00,1627.58
02/20/2019 16:00,1622.1
02/21/2019 16:00,1619.44
02/22/2019 16:00,1631.56
02/25/2019 16:00,1633
02/26/2019 16:00,1636.4
02/27/2019 16:00,1641.09
02/28/2019 16:00,1639.83
03/01/2019 16:00,1671.73
03/04/2019 16:00,1696.17
03/05/2019 16:00,1692.43
03/06/2019 16:00,1668.95
03/07/2019 16:00,1625.95
03/08/2019 16:00,1620.8
03/11/2019 16:00,1670.62
03/12/2019 16:00,1673.1
03/13/2019 16:00,1690.81
03/14/2019 16:00,1686.22
03/15/2019 16:00,1712.36
03/18/2019 16:00,1742.15
03/19/2019 16:00,1761.85
03/20/2019 16:00,1797.27
03/21/2019 16:00,1819.26
03/22/2019 16:00,1764.77
03/25/2019 16:00,1774.26
03/26/2019 16:00,1783.76
03/27/2019 16:00,1765.7
03/28/2019 16:00,1773.42
03/29/2019 16:00,1780.75
04/01/2019 16:00,1814.19
04/02/2019 16:00,1813.98
04/03/2019 16:00,1820.7
04/04/2019 16:00,1818.86
04/05/2019 16:00,1837.28
04/08/2019 16:00,1849.86
04/09/2019 16:00,1835.84
04/10/2019 16:00,1847.33
04/11/2019 16:00,1844.07
04/12/2019 16:00,1843.06
04/15/2019 16:00,1844.87
04/16/2019 16:00,1863.04
04/17/2019 16:00,1864.82
04/18/2019 16:00,1861.69
04/22/2019 16:00,1887.31
04/23/2019 16:00,1923.77
04/24/2019 16:00,1901.75
04/25/2019 16:00,1902.25
04/26/2019 16:00,1950.63
04/29/2019 16:00,1938.43
04/30/2019 16:00,1926.52
05/01/2019 16:00,1911.52
05/02/2019 16:00,1900.82
05/03/2019 16:00,1962.46
05/06/2019 16:00,1950.55
05/07/2019 16:00,1921
05/08/2019 16:00,1917.77
05/09/2019 16:00,1899.87
05/10/2019 16:00,1889.98
05/13/2019 16:00,1822.68
05/14/2019 16:00,1840.12
05/15/2019 16:00,1871.15
05/16/2019 16:00,1907.57
05/17/2019 16:00,1869
05/20/2019 16:00,1858.97
05/21/2019 16:00,1857.52
05/22/2019 16:00,1859.68
05/23/2019 16:00,1815.48
05/24/2019 16:00,1823.28
05/28/2019 16:00,1836.43
05/29/2019 16:00,1819.19
05/30/2019 16:00,1816.32
05/31/2019 16:00,1775.07
06/03/2019 16:00,1692.69
06/04/2019 16:00,1729.56
06/05/2019 16:00,1738.5
06/06/2019 16:00,1754.36
06/07/2019 16:00,1804.03
06/10/2019 16:00,1860.63
06/11/2019 16:00,1863.7
06/12/2019 16:00,1855.32
06/13/2019 16:00,1870.3
06/14/2019 16:00,1869.67
06/17/2019 16:00,1886.03
06/18/2019 16:00,1901.37
06/19/2019 16:00,1908.79
06/20/2019 16:00,1918.19
06/21/2019 16:00,1911.3
06/24/2019 16:00,1913.9
06/25/2019 16:00,1878.27
06/26/2019 16:00,1897.83
06/27/2019 16:00,1904.28
06/28/2019 16:00,1893.63
07/01/2019 16:00,1922.19
07/02/2019 16:00,1934.31
07/03/2019 13:00,1939
07/05/2019 16:00,1942.91
07/08/2019 16:00,1952.32
07/09/2019 16:00,1988.3
07/10/2019 16:00,2017.41
07/11/2019 16:00,2001.07
07/12/2019 16:00,2011
07/15/2019 16:00,2020.99
07/16/2019 16:00,2009.9
07/17/2019 16:00,1992.03
07/18/2019 16:00,1977.9
07/19/2019 16:00,1964.52
07/22/2019 16:00,1985.63
07/23/2019 16:00,1994.49
07/24/2019 16:00,2000.81
07/25/2019 16:00,1973.82
07/26/2019 16:00,1943.05
07/29/2019 16:00,1912.45
07/30/2019 16:00,1898.53
07/31/2019 16:00,1866.78
08/01/2019 16:00,1855.32
08/02/2019 16:00,1823.24
08/05/2019 16:00,1765.13
08/06/2019 16:00,1787.83
08/07/2019 16:00,1793.4
08/08/2019 16:00,1832.89
08/09/2019 16:00,1807.58
08/12/2019 16:00,1784.92
08/13/2019 16:00,1824.34
08/14/2019 16:00,1762.96
08/15/2019 16:00,1776.12
08/16/2019 16:00,1792.57
08/19/2019 16:00,1816.12
08/20/2019 16:00,1801.38
08/21/2019 16:00,1823.54
08/22/2019 16:00,1805.6
08/23/2019 16:00,1749.62
08/26/2019 16:00,1768.87
08/27/2019 16:00,1761.83
08/28/2019 16:00,1764.25
08/29/2019 16:00,1786.4
08/30/2019 16:00,1776.29
09/03/2019 16:00,1789.84
09/04/2019 16:00,1800.62
09/05/2019 16:00,1840.72
09/06/2019 16:00,1833.51
09/09/2019 16:00,1831.35
09/10/2019 16:00,1820.55
09/11/2019 16:00,1822.99
09/12/2019 16:00,1843.55
09/13/2019 16:00,1839.34
09/16/2019 16:00,1807.84
09/17/2019 16:00,1822.55
09/18/2019 16:00,1817.46
09/19/2019 16:00,1821.5
09/20/2019 16:00,1794.16
09/23/2019 16:00,1785.3
09/24/2019 16:00,1741.61
09/25/2019 16:00,1768.33
09/26/2019 16:00,1739.84
09/27/2019 16:00,1725.45
09/30/2019 16:00,1735.91
10/01/2019 16:00,1735.65
10/02/2019 16:00,1713.23
10/03/2019 16:00,1724.42
10/04/2019 16:00,1739.65
10/07/2019 16:00,1732.66
10/08/2019 16:00,1705.51
10/09/2019 16:00,1721.99
10/10/2019 16:00,1720.26
10/11/2019 16:00,1731.92
10/14/2019 16:00,1736.43
10/15/2019 16:00,1767.38
10/16/2019 16:00,1777.43
10/17/2019 16:00,1787.48
10/18/2019 16:00,1757.51
10/21/2019 16:00,1785.66
10/22/2019 16:00,1765.73
10/23/2019 16:00,1762.17
10/24/2019 16:00,1780.78
10/25/2019 16:00,1761.33
10/28/2019 16:00,1777.08
10/29/2019 16:00,1762.71
10/30/2019 16:00,1779.99
10/31/2019 16:00,1776.66
11/01/2019 16:00,1791.44
11/04/2019 16:00,1804.66
11/05/2019 16:00,1801.71
11/06/2019 16:00,1795.77
11/07/2019 16:00,1788.2
11/08/2019 16:00,1785.88
11/11/2019 16:00,1771.65
11/12/2019 16:00,1778
11/13/2019 16:00,1753.11
11/14/2019 16:00,1754.6
11/15/2019 16:00,1739.49
11/18/2019 16:00,1752.53
11/19/2019 16:00,1752.79
11/20/2019 16:00,1745.53
11/21/2019 16:00,1734.71
11/22/2019 16:00,1745.72
11/25/2019 16:00,1773.84
11/26/2019 16:00,1796.94
11/27/2019 16:00,1818.51
11/29/2019 13:00,1800.8
12/02/2019 16:00,1781.6
12/03/2019 16:00,1769.96
12/04/2019 16:00,1760.69
12/05/2019 16:00,1740.48
12/06/2019 16:00,1751.6
12/09/2019 16:00,1749.51
12/10/2019 16:00,1739.21
12/11/2019 16:00,1748.72
12/12/2019 16:00,1760.33
12/13/2019 16:00,1760.94
12/16/2019 16:00,1769.21
12/17/2019 16:00,1790.66
12/18/2019 16:00,1784.03
12/19/2019 16:00,1792.28
12/20/2019 16:00,1786.5
12/23/2019 16:00,1793
12/24/2019 13:00,1789.21
12/26/2019 16:00,1868.77
12/27/2019 16:00,1869.8
12/30/2019 16:00,1846.89
